movieId,Title,genres,Poster
455,Free Willy (1993),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
484,Lassie (1994),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
502,"Next Karate Kid, The (1994)",Action|Children|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
531,"Secret Garden, The (1993)",Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
575,"Little Rascals, The (1994)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
577,Andre (1994),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
586,Home Alone (1990),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
616,"Aristocats, The (1970)",Animation|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
711,Flipper (1996),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
755,Kim (1950),Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
801,Harriet the Spy (1996),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
808,Alaska (1996),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
810,Kazaam (1996),Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
837,Matilda (1996),Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
840,House Arrest (1996),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
881,First Kid (1996),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
885,Bogus (1996),Children|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
917,"Little Princess, The (1939)",Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
986,Fly Away Home (1996),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1005,D3: The Mighty Ducks (1996),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1010,"Love Bug, The (1969)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1012,Old Yeller (1957),Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1014,Pollyanna (1960),Children|Comedy|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1016,"Shaggy Dog, The (1959)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1017,Swiss Family Robinson (1960),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1018,That Darn Cat! (1965),Children|Comedy|Mystery,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1021,Angels in the Outfield (1994),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1026,So Dear to My Heart (1949),Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1029,Dumbo (1941),Animation|Children|Drama|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1302,Field of Dreams (1989),Children|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1359,Jingle All the Way (1996),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1367,101 Dalmatians (1996),Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1426,Zeus and Roxanne (1997),Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1460,That Darn Cat (1997),Children|Comedy|Mystery,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1489,Cats Don't Dance (1997),Animation|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1547,Shiloh (1997),Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1551,Buddy (1997),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1582,Wild America (1997),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1583,"Simple Wish, A (1997)",Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1588,George of the Jungle (1997),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1592,Air Bud (1997),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1702,Flubber (1997),Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1707,Home Alone 3 (1997),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1713,Mouse Hunt (1997),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1806,Paulie (1998),Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1812,Wide Awake (1998),Children|Comedy|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1822,Meet the Deedles (1998),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1826,Barney's Great Adventure (1998),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1843,Slappy and the Stinkers (1998),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1919,Madeline (1998),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2014,Freaky Friday (1977),Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2017,Babes in Toyland (1961),Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2018,Bambi (1942),Animation|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2032,"Barefoot Executive, The (1971)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2034,"Black Hole, The (1979)",Children|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2035,Blackbeard's Ghost (1968),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2036,Blank Check (1994),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2037,Candleshoe (1977),Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2039,Cheetah (1989),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2041,Condorman (1981),Action|Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2042,D2: The Mighty Ducks (1994),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2045,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2047,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2056,In Search of the Castaways (1962),Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2057,"Incredible Journey, The (1963)",Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2079,Kidnapped (1960),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2082,"Mighty Ducks, The (1992)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2084,Newsies (1992),Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2091,Return from Witch Mountain (1978),Children|Sci-Fi,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2093,Return to Oz (1985),Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2095,"Shaggy D.A., The (1976)",Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2096,Sleeping Beauty (1959),Animation|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2098,Son of Flubber (1963),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2099,Song of the South (1946),Adventure|Animation|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2135,Doctor Dolittle (1967),Adventure|Children|Musical,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2137,Charlotte's Web (1973),Animation|Children,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2152,Air Bud: Golden Receiver (1998),Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2392,Jack Frost (1998),Children|Comedy|Drama,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2400,Prancer (1989),Children|Drama|Fantasy,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,https://moviereelist.com/wp-content/uploads/2019/07/poster-placeholder.jpg
