movie_id,movie_title,genres
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3157,Stuart Little (1999),Children|Comedy|Fantasy
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
3189,My Dog Skip (1999),Children|Drama
3213,Batman: Mask of the Phantasm (1993),Animation|Children
3287,"Tigger Movie, The (2000)",Animation|Children
3332,"Legend of Lobo, The (1962)",Adventure|Children
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children
3388,Harry and the Hendersons (1987),Children|Comedy
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
3397,"Great Muppet Caper, The (1981)",Children|Comedy
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
3399,Sesame Street Presents Follow That Bird (1985),Children|Comedy
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3483,"Road to El Dorado, The (2000)",Animation|Children
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
3611,Saludos Amigos (1943),Animation|Children|Comedy
3612,The Slipper and the Rose: The Story of Cinderella (1976),Adventure|Children|Fantasy|Musical|Romance
3615,Dinosaur (2000),Adventure|Animation|Children
3647,Running Free (1999),Adventure|Children|Drama
3672,Benji (1974),Adventure|Children
3673,Benji the Hunted (1987),Adventure|Children
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3751,Chicken Run (2000),Animation|Children|Comedy
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3759,Fun and Fancy Free (1947),Animation|Children|Musical
3775,Make Mine Music (1946),Animation|Children|Musical
3776,Melody Time (1948),Animation|Children|Musical
3799,Pokémon the Movie 2000 (2000),Animation|Children
3820,Thomas and the Magic Railroad (2000),Children
3945,Digimon: The Movie (2000),Adventure|Animation|Children
3964,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children
3974,"Little Vampire, The (2000)",Adventure|Children
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
3991,102 Dalmatians (2000),Children|Comedy
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
4039,Annie (1982),Children|Musical
4057,Kids World (2000),Adventure|Children|Comedy
4075,"Monkey's Tale, A (Château des singes, Le) (1999)",Animation|Children
4087,Big Shots (1987),Adventure|Children|Comedy
4090,"Brave Little Toaster, The (1987)",Animation|Children
4154,Recess: School's Out (2001),Animation|Children
4188,Hans Christian Andersen (1952),Children|Musical
4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4241,Pokémon 3: The Movie (2001),Animation|Children
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
4386,Cats & Dogs (2001),Children|Comedy
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy
4502,Ernest Saves Christmas (1988),Children|Comedy
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy
4683,"Wizard, The (1989)",Adventure|Children|Comedy|Drama
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance
4748,3 Ninjas (1992),Action|Children|Comedy
4749,3 Ninjas Kick Back (1994),Action|Children|Comedy
4750,3 Ninjas Knuckle Up (1995),Action|Children
4822,Max Keeble's Big Move (2001),Children|Comedy
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
5038,"Flight of Dragons, The (1982)",Adventure|Animation|Children|Drama|Fantasy
5048,Snow Dogs (2002),Adventure|Children|Comedy
5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama
5092,Big Fat Liar (2002),Children|Comedy
5099,Heidi (1937),Children|Drama
5103,"Sandlot, The (1993)",Children|Comedy|Drama
5109,Return to Never Land (2002),Adventure|Animation|Children
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
5164,"Troll in Central Park, A (1994)",Animation|Children
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
5311,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller
5320,Spooky House (2000),Children
5362,White Fang 2: Myth of the White Wolf (1994),Adventure|Children
5389,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
5448,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy
5452,Look Who's Talking Now (1993),Children|Comedy|Romance
5458,Like Mike (2002),Children|Comedy|Fantasy
5460,"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy
5472,1776 (1972),Children|Drama|Musical
5480,Stuart Little 2 (2002),Children|Comedy
5482,"Country Bears, The (2002)",Children|Comedy
5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
5538,"Care Bears Movie, The (1985)",Animation|Children|Fantasy
5539,Care Bears Movie II: A New Generation (1986),Animation|Children
5591,Monkey Trouble (1994),Children|Comedy
5601,"Yearling, The (1946)",Children|Drama
5629,Jonah: A VeggieTales Movie (2002),Animation|Children|Musical
5639,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969),Children
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy
5683,Hansel & Gretel (2002),Children|Fantasy
5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX
5892,"Island at the Top of the World, The (1974)",Action|Adventure|Children
5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
5990,Pinocchio (2002),Children|Comedy|Fantasy
6050,Gus (1976),Children|Comedy
6052,"Horse in the Gray Flannel Suit, The (1968)",Children|Comedy
6054,"Moon-Spinners, The (1964)",Children|Mystery
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy
6158,"Jungle Book 2, The (2003)",Animation|Children
6169,"Black Stallion Returns, The (1983)",Adventure|Children
6170,"Black Stallion, The (1979)",Adventure|Children|Drama
6173,Into the West (1992),Adventure|Children
6232,Born Free (1966),Adventure|Children|Drama
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi
6251,Piglet's Big Movie (2003),Animation|Children
6259,My Friend Flicka (1943),Children|Western
6297,Holes (2003),Adventure|Children|Comedy|Mystery
6316,"Wiz, The (1978)",Adventure|Children|Comedy|Fantasy|Musical
6332,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance
6338,Daddy Day Care (2003),Children|Comedy
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
6371,Pokémon Heroes (2003),Animation|Children
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6391,Snowball Express (1972),Children|Comedy
6405,Treasure Island (1950),Adventure|Children
6414,Gay Purr-ee (1962),Animation|Children|Musical
6427,"Railway Children, The (1970)",Children|Drama
6464,Good Burger (1997),Children|Comedy
6485,Rugrats Go Wild! (2003),Adventure|Animation|Children|Comedy
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
6557,Born to Be Wild (1995),Adventure|Children|Comedy|Drama
6559,Little Giants (1994),Children|Comedy
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children
6593,Freaky Friday (2003),Children|Comedy|Fantasy
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
6625,Camp Nowhere (1994),Adventure|Children|Comedy
6747,"Adventures of Huckleberry Finn, The (1960)",Adventure|Children
6753,Secondhand Lions (2003),Children|Comedy|Drama
6793,Beethoven (1992),Children|Comedy|Drama
6794,Beethoven's 2nd (1993),Children|Comedy
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical
6871,Good Boy! (2003),Children|Comedy|Sci-Fi
6889,Brother Bear (2003),Adventure|Animation|Children
6936,Elf (2003),Children|Comedy|Fantasy
6946,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy
6951,"Cat in the Hat, The (2003)",Children|Comedy
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
7045,"Witches, The (1990)",Children|Fantasy
7059,National Velvet (1944),Children|Drama
7161,Cheaper by the Dozen (2003),Children|Comedy
7164,Peter Pan (2003),Action|Adventure|Children|Fantasy
7166,"Young Black Stallion, The (2003)",Adventure|Children|Drama
7174,Teacher's Pet (2004),Animation|Children
7224,"Boy with Green Hair, The (1948)",Children|Drama
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical
7262,Catch That Kid (2004),Action|Adventure|Children|Comedy|Crime
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery
7374,Home on the Range (2004),Animation|Children|Comedy|Musical|Western
7408,Jack and the Beanstalk (1952),Children|Comedy|Fantasy
7446,Clifford's Really Big Movie (2004),Animation|Children
7743,Explorers (1985),Adventure|Children|Sci-Fi
7774,My Side of the Mountain (1969),Adventure|Children
7790,"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)",Animation|Children|Comedy
7847,"Peanut Butter Solution, The (1985)",Children|Fantasy
7985,The Wonderful Ice Cream Suit (1998),Children|Comedy|Fantasy
8015,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy
8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi
8221,War of the Buttons (1994),Adventure|Children|Drama
8224,"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel) (1983)",Animation|Children|Fantasy
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
8372,Garfield: The Movie (2004),Animation|Children|Comedy
8423,"Kid Brother, The (1927)",Children|Comedy|Romance
8444,"Chipmunk Adventure, The (1987)",Adventure|Animation|Children|Comedy|Fantasy|Musical
8487,Please Don't Eat the Daisies (1960),Children|Comedy|Musical
8525,"Ugly Dachshund, The (1966)",Children|Comedy
8526,Around the World in 80 Days (2004),Adventure|Children|Comedy
8534,Two Brothers (Deux frères) (2004),Adventure|Children|Drama
8537,Kaena: The Prophecy (Kaena: La prophétie) (2003),Action|Adventure|Animation|Children|Sci-Fi
8572,"Littlest Rebel, The (1935)",Children|Drama
8574,"Claymation Christmas Celebration, A (1987)",Animation|Children|Comedy|Musical
8612,Lassie Come Home (1943),Adventure|Children|Drama
8616,By the Light of the Silvery Moon (1953),Children|Musical|Romance
8713,"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical
8759,Greyfriars Bobby (a.k.a. Greyfriars Bobby: The True Story of a Dog) (1961),Children|Drama
8761,"Three Lives of Thomasina, The (1964)",Children|Drama
8762,"No Deposit, No Return (1976)",Children|Comedy
8763,"One and Only, Genuine, Original Family Band, The (1968)",Children|Comedy|Musical
8829,Benji: Off the Leash! (2004),Children|Drama
8850,Flipper (1963),Adventure|Children|Drama
8883,"Last Flight of Noah's Ark, The (1980)",Adventure|Children|Comedy
8907,Shark Tale (2004),Animation|Children|Comedy
8929,Black Beauty (1971),Children|Drama
8934,Bebe's Kids (1992),Animation|Children|Comedy
8935,All I Want for Christmas (1991),Children|Comedy|Romance
8942,Spin (2003),Children|Drama
8944,"Dust Factory, The (2004)",Adventure|Children|Romance
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX
8974,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy
8978,Christmas with the Kranks (2004),Children|Comedy
9004,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi
25956,"Secret Garden, The (1949)",Children|Drama
26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance
26093,"Wonderful World of the Brothers Grimm, The (1962)",Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance
26133,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy
26160,Asterix and the Gauls (Astérix le Gaulois) (1967),Action|Adventure|Animation|Children|Comedy
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Action|Adventure|Animation|Children|Comedy
26198,"Yours, Mine and Ours (1968)",Children|Comedy
26327,"Little Prince, The (1974)",Children|Musical|Sci-Fi
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy
26448,Pelle Svanslös (1981),Animation|Children
26504,Cloak & Dagger (1984),Action|Adventure|Children|Crime|Mystery|Thriller
